# Jingwei AI Keyboard merged lexicon
# Format: pinyin<TAB>candidate1|candidate2...<TAB>weight1|weight2...
# Base chat phrases + Rime pinyin-simp, frequency preserved
# Upstream: https://github.com/rime/rime-pinyin-simp
zhe	乇|哲|喆|折|浙|着|者|蔗|蛰|褶|辄|辙|这|這|遮|锗|蜇|谪|赭|柘|摺|棏|磔|摂	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|51|51|45|36|31|21|14|13
zhen	帧|振|朕|枕|桢|珍|甄|真|祯|臻|诊|贞|针|镇|阵|震|疹|禛|斟|侦|圳|榛|赈|箴	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|124|112|109|100|66|65|61|54
zheng	争|凧|峥|征|怔|挣|政|整|正|症|睁|筝|蒸|证|郑|铮|拯|诤|鄭|湞|證|爭|氶|钲	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|49|37|26|25|25|21|14|12
zhi	之|值|制|只|志|指|支|智|治|直|知|纸|置|职|至|致|质|止|枝|汁|芝|执|植|脂	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|1425|1309|1193|1009|826|613|610
zhong	中|仲|众|冢|忠|盅|种|種|終|终|肿|衷|踵|重|钟|锺|眾|塚|夂|鐘|鍾|柊|伀|煄	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|32|31|24|24|16|13|10|7
zhou	周|咒|宙|州|昼|洀|洲|皱|粥|纣|绉|肘|胄|舟|轴|骤|诌|帚|週|酎|妯|晝|皺|籀	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|33|30|14|14|13|9|8|8
zhu	主|住|助|朱|柱|株|注|煮|猪|珠|祝|竹|著|诸|逐|驻|筑|铸|烛|诛|贮|渚|洙|竺	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|598|457|260|242|162|145|117|117
zhua	抓|挝|檛|爪|簻|膼|髽	500000|500000|500000|500000|500000|500000|500000
zhuai	拽|捙|跩	500000|500000|500000
zhuan	专|传|啭|専|專|撰|砖|篆|簨|賺|赚|轉|转|顓|颛|馔|転|磚|耑|僝|剸|囀|摶|漙	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|5|4|4|3|2|2|2|2
zhuang	僮|壮|壯|奘|妆|妝|幢|庄|撞|桩|状|狀|荘|莊|装|裝|湷|粧|樁|戆|戇|梉|焋|獞	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|5|4|2|1|1|1|1|1
zhui	倕|坠|埀|墜|惴|椎|甀|畷|箠|缀|缒|赘|追|锥|隹|骓|綴|硾|縋|贅|錐|娷|腏|膇	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|3|2|2|2|2|1|1|1
zhun	准|凖|啍|埻|宒|屯|忳|旽|準|甽|稕|窀|肫|諄|谆|迍|綧|訰	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|1|1
zhuo	倬|卓|啄|拙|捉|擢|斫|桌|浊|濯|灼|焯|着|茁|酌|镯|琢|著|涿|晫|剢|彴|浞|濁	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|21|20|18|10|9|9|8|8
zi	仔|兹|咨|姊|姿|子|字|孜|梓|渍|滋|籽|紫|缁|自|资|呲|恣|趑|吱|訾|眦|淄|鲻	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|65|62|57|48|36|34|29|22
zong	倧|偬|宗|总|枞|棕|粽|総|縱|總|纵|综|腙|踪|蹤|鬃|傯|綜|嵕|惣|摠|瘲|豵|惾	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|3|3|2|2|2|2|2|1
zou	偢|奏|媰|掫|揍|楱|諏|诹|走|赱|邹|鄒|鄹|陬|驺|鲰|搊|棷|棸|緅|菆|郰|騶|鯫	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|1|1|1|1|1|1|1|1
zu	伜|俎|卆|卒|崒|族|祖|租|組|组|菹|诅|足|鏃|镞|阻|鉏|伹|倅|爼|柤|綷|傶|哫	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|5|4|4|4|3|3|1|1
zuan	揝|攥|欑|篹|籫|纂|纉|纘|缵|赚|躜|躦|鑚|鑽|钻	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000
zui	厜|咀|嘴|嫢|嶉|晬|最|枠|樶|檇|睟|罪|脧|蕞|觜|醉|酔|嗺|噿|嶊|嶵|檌|欈|濢	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|2|1|1|1|1|1|1|1
zun	僎|僔|噂|墫|尊|嶟|拵|撙|栫|樽|瀳|繜|譐|遵|鐏|鳟|捘|罇|袸|跧|踆|銌|鱒|鷷	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|1|1|1|1|1|1|1|1
zuo	佐|作|做|凿|唑|嘬|坐|左|座|怍|昨|柞|琢|祚|酢|鑿|笮|莋|阼|捽|胙|侳|稓|蓙	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|6|6|6|5|5|3|3|3
nihao	你好	500000
nihaoya	你好呀	500000
nihaoma	你好吗	500000
haode	好得|好的	500000|500000
xiexie	写些|写写|歇歇|谢谢	500000|500000|500000|500000
keyi	刻意|可以|可依|可疑	500000|500000|500000|500000
zhidao	之道|制导|执导|指导|直到|知道	500000|500000|500000|500000|500000|500000
zhidaole	知道了	500000
wozhidaole	我知道了	500000
meiwenti	没问题	500000
meiguanxi	没关系	500000
duibuqi	对不起	500000
buhaoyisi	不好意思	500000
zaijian	再建|再见|在建	500000|500000|500000
wanan	晚安|湾岸	500000|500000
zaoanhao	早安好	500000
zaoshanghao	早上好	500000
xiawuhao	下午好	500000
wanshanghao	晚上好	500000
jintian	今天	500000
mingtian	明天	500000
zuotian	昨天	500000
xianzai	先在|现在	500000|500000
zaoshang	早上	500000
xiawu	下午	500000
wanshang	晚上	500000
wojintian	我今天	500000
wojintianwanshang	我今天晚上	500000
zhunbei	准备	500000
chuqu	出去|除去	500000|500000
chifan	吃饭	500000
huilai	会来|回来	500000|500000
ranhou	然后	500000
jixu	亟需|几许|急需|积蓄|继续	500000|500000|500000|500000|500000
kaishi	开始|开市	500000|500000
jieshu	借书|结束	500000|500000
xuexi	学习	500000
gongzuo	工作	500000
shenghuo	圣火|生活	500000|500000
shijian	世间|事件|始建|实践|尸检|时间|是件	500000|500000|500000|500000|500000|500000|500000
wenti	文体|问题	500000|500000
shiqing	事情|实情|时请	500000|500000|500000
fangfa	方法	500000
jihua	极化|激化|计划	500000|500000|500000
mubiao	目标	500000
jieguo	接过|结果	500000|500000
jihui	几回|寄回|忌讳|机会|集会	500000|500000|500000|500000|500000
nengli	能力	500000
biaoda	表达	500000
goutong	沟通|苟同	500000|500000
xiaoshou	小手|消瘦|销售	500000|500000|500000
tuandui	团队	500000
lingdao	领到|领导	500000|500000
guanli	官吏|惯例|管理	500000|500000|500000
xiangmu	项目	500000
kecheng	课程	500000
xuesheng	学生	500000
laoshi	老实|老师|老式|老是	500000|500000|500000|500000
tongxue	同学	500000
pengyou	朋友	500000
jiaren	佳人|嫁人|家人	500000|500000|500000
fumu	父母	500000
haizi	孩子|海子	500000|500000
daxue	大学|大雪	500000|500000
yingyu	应与|应予|盈余|英语	500000|500000|500000|500000
kouyu	口语	500000
zhiye	之夜|执业|枝叶|汁液|纸业|置业|职业	500000|500000|500000|500000|500000|500000|500000
chengzhang	成长	500000
weixin	威信|微信|违心	500000|500000|500000
xiaoxi	小溪|小西|消息	500000|500000|500000
shouji	手机|手记|收集	500000|500000|500000
diannao	电脑	500000
shurufa	输入法	500000
jianpan	键盘	500000
pinyin	拼音	500000
zhongwen	中文	500000
yingwen	英文	500000
jiujian	九键|就见	500000|500000
ershiliujian	二十六键	500000
zhendong	振动|震动	500000|500000
ganjue	感觉	500000
sudu	速度	500000
fanying	反应|反映	500000|500000
shunchang	顺畅	500000
houxuanci	候选词	500000
wojuede	我觉得	500000
nijuede	你觉得	500000
xiwang	希望	500000
xihuan	喜欢	500000
xuyao	需要|须要	500000|500000
yinggai	应该	500000
feichang	非常	500000
bijiao	比较	500000
keneng	可能	500000
yiding	一定|一顶|已定	500000|500000|500000
zhende	真得|真的	500000|500000
qishi	七十|其事|其实|其时|启事|启示|奇石|岂是|歧视|气势|起始|骑士	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000
haishi	海事|还是	500000|500000
huozhe	或者|活着	500000|500000
yinwei	因为	500000
suoyi	所以	500000
danshi	但是|单是|胆识	500000|500000|500000
ruguo	如果	500000
yijing	一惊|一经|已经|意境|易经|遗精	500000|500000|500000|500000|500000|500000
meiyou	没有	500000
haiyou	还有	500000
zheyang	这样|遮阳	500000|500000
zenme	怎么	500000
weishenme	为什么	500000
duoshao	多少	500000
yixie	一些	500000
yige	一个|一格	500000|500000
zhege	这个|这歌	500000|500000
nage	哪个|拿个|那个	500000|500000|500000
zheli	哲理|这里	500000|500000
nali	哪里|那里	500000|500000
dajia	大加|大家|打假|打架	500000|500000|500000|500000
women	我们	500000
nimen	你们	500000
tamen	他们|她们|它们	500000|500000|500000
ziji	子集|字迹|自己	500000|500000|500000
mingbai	明白	500000
mingbaile	明白了	500000
qingwen	请问	500000
bangwo	帮我	500000
geiwo	给我	500000
gaosuwo	告诉我	500000
zenmeyang	怎么样	500000
shenme	什么	500000
shenmeshihou	什么时候	500000
zenmeban	怎么办	500000
chabuduo	差不多	500000
yidian	一点|疑点	500000|500000
yihui	一会|一回|一挥|亦会|议会	500000|500000|500000|500000|500000
denghui	灯会|等会	500000|500000
yihou	以后	500000
yiqian	一千|以前	500000|500000
zuijin	最近	500000
gangcai	刚才|钢材	500000|500000
zhihou	之后|滞后	500000|500000
zhiqian	之前|值钱|致歉	500000|500000|500000
diyici	第一次	500000
xiayici	下一次	500000
zuihou	最后	500000
qianmian	前面	500000
houmian	后面	500000
limian	立面|里面	500000|500000
waimian	外面	500000
shangmian	上面	500000
xiamian	下面	500000
zuobian	左边	500000
youbian	右边|有变|邮编	500000|500000|500000
zhebian	这边	500000
nabian	哪边|那边	500000|500000
yiqi	一期|一气|一汽|一起|一齐|义气|以其|以期|仪器|忆起|意气|益气|遗弃	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000
yizhi	一只|一支|一枝|一直|一纸|一职|一致|以至|以致|医治|已知|意志|抑制|移植|移至|遗址|一指|益智	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|167|131
haoxiang	好像|好想|好象	500000|500000|500000
bucuo	不错	500000
henhao	很好	500000
keyima	可以吗	500000
xingma	行吗	500000
buxing	不幸|不行|不醒|步行	500000|500000|500000|500000
buhui	不会|不回|不悔	500000|500000|500000
buneng	不能	500000
buyao	不要	500000
buxiang	不像|不想|不相|不祥|不详|不象	500000|500000|500000|500000|500000|500000
wojintianyao	我今天要	500000
wojintianxiang	我今天想	500000
wojintianwanshangyao	我今天晚上要	500000
wojintianwanshangxiang	我今天晚上想	500000
zhunbeichuqu	准备出去	500000
chuquchifan	出去吃饭	500000
chifanranhou	吃饭然后	500000
ranhouhuilai	然后回来	500000
huilaixuexi	回来学习	500000
ranhoujixu	然后继续	500000
jixuxuexi	继续学习	500000
kaishixuexi	开始学习	500000
womingbaile	我明白了	500000
xiexieni	谢谢你	500000
mazhang	马上	500000
dengyixia	等一下	500000
shaodeng	稍等	500000
keyide	可以的	500000
haodehaode	好的好的	500000
wojuedezhege	我觉得这个	500000
zhegeshurufa	这个输入法	500000
shurufahaixuyao	输入法还需要	500000
haixuyaojixuyouhua	还需要继续优化	500000
jixuyouhua	继续优化	500000
fanyinggengkuai	反应更快	500000
shurugengshunchang	输入更顺畅	500000
zhendonggenggenshou	振动更跟手	500000
beng	伻|嘣|埲|塴|崩|泵|琫|甏|甭|祊|繃|绷|菶|蚌|蹦|迸|嵭|閍	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|1|1
m	呒|呣|嘸	500000|500000|500000
fiao	覅	500000
den	扥|扽	500000|500000
dia	嗲	500000
tei	忒	500000
n	唔|嗯	500000|500000
nue	疟|瘧|虐	500000|500000|500000
nou	羺|耨|譨|鎒	500000|500000|500000|500000
lia	俩|倆	500000|500000
lo	咯	500000
kei	剋|勀|尅	500000|500000|500000
zhei	这	500000
chua	欻	500000
chuai	啜|嘬|揣|搋|欼|膗|膪|踹	500000|500000|500000|500000|500000|500000|500000|500000
chuo	啜|嚽|娖|惙|戳|擉|歠|磭|綽|绰|踔|輟|辍|逴|齪|龊	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000
ao	傲|凹|嗷|坳|奥|岙|拗|敖|澳|熬|獒|翱|螯|袄|遨|鳌|骜|媪|懊|奧|璈|鏊|廒|鏖	500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|500000|27|22|18|17|15|15|7|7
eng	鞥	500000
ei	诶	500000
hm	噷	500000
ng	唔|嗯	500000|500000
baba	巴巴|爸爸|粑粑	500000|500000|500000
babai	八百	500000
babao	八宝	500000
babi	芭比	500000
babing	把柄	500000
bapo	八婆	500000
bama	爸妈	500000
bamen	把门	500000
bamian	罢免	500000
bafang	八方	500000
bafen	八分	500000
badun	巴顿	500000
bada	八大	500000
badao	把刀|霸道	500000|500000
badi	巴蒂	500000
badian	八点	500000
badiao	拔掉	500000
badu	八度	500000
bata	把他|把她|把它	500000|500000|500000
batai	吧台	500000
bate	巴特	500000
batou	把头	500000
bana	把那	500000
bani	把你	500000
banian	八年	500000
bala	巴拉	500000
bale	罢了	500000
balei	芭蕾	500000
bali	巴里|巴黎	500000|500000
balian	把脸	500000
balin	巴林	500000
balu	八路	500000
bagua	八卦	500000
baguan	把关	500000
bagao	拔高	500000
bage	八个|八哥	500000|500000
bagong	罢工	500000
bake	巴克	500000
bahua	把话	500000
bahao	八号|把好	500000|500000
bahe	巴赫	500000
bahen	疤痕	500000
baji	八级|吧唧	500000|500000
bajian	拔剑	500000
bajiao	八角|芭蕉	500000|500000
bajie	八届|八戒|巴结	500000|500000|500000
bajin	巴金	500000
bajiu	八九|把酒	500000|500000
baquan	霸权	500000
baqi	霸气	500000
baqian	八千|把钱	500000|500000
baqiao	巴乔	500000
baqiang	八强	500000
baqiu	把球	500000
baxi	巴西|把戏	500000|500000
baxia	拔下	500000
baxian	八仙	500000
baxiang	八项	500000
baxin	把心	500000
baxiu	罢休	500000
bazhan	霸占	500000
bazhang	巴掌	500000
bazhe	八折|把这	500000|500000
bazhong	八种	500000
bazhu	吧主|霸主	500000|500000
bache	把车	500000
bacheng	八成	500000
bachi	把持	500000
bachu	拔出	500000
bashang	坝上	500000
bashe	跋涉	500000
bashi	八十|巴士	500000|500000
bashou	把守|把手	500000|500000
bashu	巴蜀|把书	500000|500000
bashui	把水	500000
baren	把人	500000
bari	八日	500000
bazi	八字|靶子	500000|500000
baci	八次	500000
basa	巴萨	500000
basi	巴斯	500000
basui	八岁	500000
bayue	八月	500000
baya	拔牙	500000
bayi	八一|巴以	500000|500000
bawan	八万|把玩	500000|500000
bawang	霸王	500000
bawei	八位	500000
bawo	把我|把握	500000|500000
baer	巴尔	500000
baibai	拜拜|掰掰|摆摆|白白	500000|500000|500000|500000
baiban	白板|白班|百般	500000|500000|500000
baibei	百倍	500000
baibi	败笔	500000
baibian	百变	500000
baibu	摆布|白布	500000|500000
baiping	摆平	500000
baima	白马	500000
baiman	摆满	500000
baimang	百忙	500000
baimao	白猫	500000
baimi	百米	500000
baiming	摆明|百名	500000|500000
baifa	白发	500000
baifan	白饭	500000
baifang	拜访|摆放	500000|500000
baifen	白粉|百分	500000|500000
baifei	白费	500000
baifo	拜佛	500000
baida	白搭|百搭	500000|500000
baidai	白带	500000
baidao	摆到	500000
baide	败德	500000
baidi	白底	500000
baidong	摆动	500000
baidu	拜读|摆渡|百度	500000|500000|500000
baitai	百态	500000
baitan	摆摊	500000
baitang	白糖	500000
baitian	白天	500000
baitou	白头	500000
baituo	拜托|摆脱	500000|500000
bainen	白嫩	500000
bainian	拜年|百年	500000|500000
bainong	摆弄	500000
baile	摆了	500000
bailei	败类	500000
baili	百里	500000
bailian	百联	500000
bailing	白领|百灵	500000|500000
bailu	白露|白鹭	500000|500000
baiguang	白光	500000
baige	百个	500000
baigei	败给	500000
baigong	白宫	500000
baigu	白骨	500000
baiguo	百果	500000
baikai	掰开	500000
baike	百科	500000
baihua	白花|白话|百花	500000|500000|500000
baihuai	败坏	500000
baihao	摆好	500000
baihe	白鹤|百合	500000|500000
baihu	白狐|白虎	500000|500000
baihuo	百货	500000
baihui	拜会	500000
baijia	百佳|百家|败家	500000|500000|500000
baijian	拜见	500000
baijie	白洁	500000
baijin	白金	500000
baijing	白净	500000
baijiu	白酒	500000
baiqiang	百强	500000
baixue	白雪	500000
baixi	白皙	500000
baixing	百姓	500000
baizhao	百兆	500000
baizhe	摆着	500000
baizheng	摆正	500000
baizhi	柏芝|白纸	500000|500000
baizhou	白昼	500000
baizhong	百种	500000
baichuan	百川	500000
baichi	白吃|白痴	500000|500000
baichu	摆出|百出	500000|500000
baisha	白沙	500000
baishang	摆上	500000
baishe	摆设	500000
baisheng	百盛	500000
baishi	拜师|白石|百事	500000|500000|500000
baishou	摆手	500000
baishui	白水	500000
bairen	拜仁|白人|百人	500000|500000|500000
bairi	白日|百日	500000|500000
baizai	摆在	500000
baicai	白菜	500000
baicao	百草	500000
baise	白色|百色	500000|500000
baisi	百思	500000
baisong	白送	500000
baisu	败诉	500000
baisui	百岁	500000
baiyuan	百元	500000
baiyun	白云	500000
baiyan	白眼	500000
baiyang	白杨|白羊	500000|500000
baiyi	白蚁|白衣|百亿	500000|500000|500000
baiyin	白银	500000
baiyu	白玉|百余	500000|500000
baiwan	百万	500000
baiwei	百位	500000
banban	斑斑	500000
banben	版本	500000
banbei	半杯	500000
banbian	半边	500000
banbo	斑驳	500000
banbu	半步|颁布	500000|500000
banpei	般配	500000
banping	半瓶|扳平	500000|500000
banma	斑马	500000
banmian	版面	500000
banfa	办法|颁发	500000|500000
banfan	拌饭	500000
banfen	半分	500000
banduan	半段	500000
bandao	办到|半岛|搬到|绊倒	500000|500000|500000|500000
bande	办得|般地|般的	500000|500000|500000
bandeng	板凳	500000
bandi	班底	500000
bandian	半点|斑点	500000|500000
bantian	半天	500000
bantu	版图	500000
bantuo	办妥	500000
bannian	半年	500000
banniang	伴娘	500000
banlv	伴侣	500000
banlai	搬来	500000
banlan	斑斓	500000
banlang	伴郎	500000
banle	搬了	500000
banli	办理|板栗|班里	500000|500000|500000
banlu	半路	500000
banluo	半裸	500000
bange	办个|半个	500000|500000
bangong	办公	500000
bangui	版规	500000
bankuai	板块|版块	500000|500000
banka	办卡|板卡	500000|500000
bankong	半空	500000
banhua	版画	500000
banhao	办好	500000
banhen	瘢痕	500000
banhui	扳回|搬回|班会	500000|500000|500000
banji	扳机|班机|班级	500000|500000|500000
banjia	半价|搬家|板甲	500000|500000|500000
banjiao	半角	500000
banjiang	颁奖	500000
banjie	办结|半截	500000|500000
banjin	半斤|搬进	500000|500000
banjing	半径	500000
banju	半句	500000
banquan	版权	500000
banqi	办起	500000
banqian	搬迁	500000
banqiao	板桥	500000
banqiu	半球	500000
banqu	搬去	500000
banxue	办学	500000
banxian	半仙	500000
banxiang	扮相	500000
banzhuan	板砖	500000
banzhang	班长	500000
banzhe	伴着	500000
banzheng	办证	500000
banzhu	斑竹|版主	500000|500000
banchan	班禅	500000
banchang	半场|搬场	500000|500000
banche	板车|班车	500000|500000
bancheng	办成|半程	500000|500000
banchu	搬出	500000
banshan	半山	500000
banshang	半晌|搬上|板上|班上	500000|500000|500000|500000
banshen	半身	500000
bansheng	半生	500000
banshi	办事|版式	500000|500000
banshou	扳手	500000
banshu	半数	500000
banri	半日	500000
banruo	般若	500000
banzai	板载	500000
banzi	板子|班子	500000|500000
banzou	伴奏|搬走	500000|500000
banzu	班组	500000
bancai	板材	500000
banci	班次	500000
bansi	半死	500000
bansui	伴随	500000
banyue	半月	500000
banyun	拌匀|搬运	500000|500000
banyan	扮演	500000
banye	半夜	500000
banyou	伴有	500000
banwan	办完	500000
banwo	伴我	500000
banwu	版务	500000
banan	办案	500000
bangbang	帮帮|棒棒	500000|500000
bangpai	帮派	500000
bangmang	帮忙	500000
bangfei	绑匪	500000
bangfu	帮扶	500000
bangdan	榜单	500000
bangdao	帮到	500000
bangde	邦德	500000
bangding	帮顶|绑定	500000|500000
bangta	帮他|帮她	500000|500000
bangni	帮你	500000
bangnin	帮您	500000
bangle	帮了	500000
banghui	帮会	500000
bangjia	绑架	500000
bangqiu	棒球	500000
bangxiong	帮凶	500000
bangzhe	帮着	500000
bangzhu	帮主|帮助	500000|500000
bangshang	榜上	500000
bangshou	帮手|榜首	500000|500000
bangren	帮人	500000
bangzai	绑在	500000
bangzi	棒子|膀子	500000|500000
bangyang	榜样	500000
bangwan	傍晚	500000
baoban	包办	500000
baobao	包包|宝宝|抱抱|饱饱	500000|500000|500000|500000
baoben	保本	500000
baobei	宝贝|报备	500000|500000
baobi	包庇	500000
baobiao	保镖|报表	500000|500000
baopi	包皮|报批	500000|500000
baopo	爆破	500000
baoma	宝马	500000
baoman	爆满|饱满	500000|500000
baomi	保密	500000
baomin	暴民	500000
baoming	保命|报名	500000|500000
baomu	保姆	500000
baofa	暴发|爆发	500000|500000
baofang	包房	500000
baofeng	暴风	500000
baofei	保费|报废	500000|500000
baofu	包袱|报复|抱负|暴富	500000|500000|500000|500000
baoda	报答|暴打	500000|500000
baodan	保单	500000
baodao	宝岛|报到|报导|报道	500000|500000|500000|500000
baodi	保底|宝地	500000|500000
baodian	宝典	500000
baodie	暴跌	500000
baoding	保定	500000
baodong	暴动	500000
baota	宝塔	500000
baotang	煲汤	500000
baotou	包头	500000
baotu	暴徒	500000
baonuan	保暖	500000
baonu	暴怒	500000
baoluan	暴乱	500000
baolai	宝来	500000
baolan	包揽	500000
baoleng	爆冷	500000
baolei	堡垒	500000
baoli	保利|包里|暴利|暴力	500000|500000|500000|500000
baoliao	报料|爆料	500000|500000
baolie	爆裂	500000
baoliu	保留	500000
baolu	暴露	500000
baoluo	保罗	500000
baoguan	保管|报关	500000|500000
baoguang	暴光|曝光	500000|500000
baogan	包干	500000
baogang	包钢|宝钢	500000|500000
baogao	报告	500000
baogong	包公	500000
baoguo	包裹|报国	500000|500000
baogui	宝贵	500000
baokan	报刊	500000
baokao	报考	500000
baoku	宝库	500000
baokuo	包括	500000
baohuan	包换	500000
baohan	保函|包含|包涵|饱含	500000|500000|500000|500000
baohao	包好	500000
baohe	饱和	500000
baohu	保护	500000
baojun	暴君	500000
baoji	保级|包机|宝鸡|暴击|爆击	500000|500000|500000|500000|500000
baojia	报价	500000
baojian	保健|保荐|包间|宝剑|报检	500000|500000|500000|500000|500000
baojie	保洁|宝洁	500000|500000
baojin	抱紧	500000
baojing	报警	500000
baoquan	保全	500000
baoqi	抱起	500000
baoqian	抱歉	500000
baoqing	报请	500000
baoxue	暴雪	500000
baoxun	报讯	500000
baoxian	保险|保鲜	500000|500000
baoxiao	报销|爆笑	500000|500000
baoxiang	包厢|宝箱	500000|500000
baoxing	暴行	500000
baoxiu	保修|报修	500000|500000
baozhuang	包装	500000
baozha	包扎|爆炸	500000|500000
baozhang	保障|报章|报账|暴涨	500000|500000|500000|500000
baozhe	包着|抱着	500000|500000
baozhen	抱枕	500000
baozheng	保证|暴政	500000|500000
baozhi	保值|报纸	500000|500000
baozhong	保重|包中	500000|500000
baozhu	保住|包住|宝珠|抱住|爆竹	500000|500000|500000|500000|500000
baochai	宝钗	500000
baochao	爆炒	500000
baoche	包车	500000
baochi	保持	500000
baochou	报仇|报酬	500000|500000
baochu	报出|曝出|爆出	500000|500000|500000
baoshai	暴晒	500000
baoshan	宝山	500000
baoshang	报上	500000
baoshe	报社	500000
baoshi	保湿|宝石	500000|500000
baoshou	保守|报收|饱受	500000|500000|500000
baoshui	保税|报税	500000|500000
baorong	包容	500000
baozai	抱在	500000
baozang	宝藏	500000
baozao	暴躁	500000
baozi	包子|孢子|豹子	500000|500000|500000
baozou	暴走	500000
baozuo	宝座	500000
baocun	保存	500000
baocuo	报错	500000
baosong	保送|报送	500000|500000
baoyuan	抱怨	500000
baoyue	包月	500000
baoyan	保研	500000
baoyang	保养|包养	500000|500000
baoye	包夜|报业	500000|500000
baoyi	报以	500000
baoying	报应	500000
baoyou	保佑|保有|抱有	500000|500000|500000
baoyu	保育|宝玉|暴雨|鲍鱼	500000|500000|500000|500000
baowen	保温|报文	500000|500000
baowei	保卫|包围	500000|500000
baowu	宝物	500000
baoan	保安|宝安|报案	500000|500000|500000
baoe	保额	500000
baoen	报恩	500000
baoer	保尔|宝儿	500000|500000
benban	本版	500000
benbao	本报	500000
benben	奔奔|本本|苯苯	500000|500000|500000
benbi	本币	500000
benbing	本病	500000
benbo	奔波	500000
benbu	本部	500000
benpao	奔跑	500000
benpian	本片|本篇	500000|500000
benpin	本品	500000
benming	本名	500000
benfa	本法	500000
benfang	奔放|本方	500000|500000
benfen	本分	500000
benfu	奔赴	500000
bendan	笨蛋	500000
bende	笨的	500000
bendi	本地	500000
bendian	本店	500000
benteng	奔腾	500000
benti	本体|本题	500000|500000
bentian	本田	500000
bentiao	本条	500000
bentie	本帖|本贴	500000|500000
bentu	本土	500000
benneng	本能	500000
bennian	本年	500000
benlun	本轮	500000
benlai	本来	500000
benling	本领	500000
bengai	本该	500000
benguo	本国	500000
benkan	本刊	500000
benke	本科	500000
benhang	本行	500000
benji	本季|本机|本级	500000|500000|500000
benjie	本届|本节	500000|500000
benjin	本金	500000
benjiu	本就	500000
benju	本剧	500000
benqi	本期	500000
benqian	本钱	500000
benqu	奔去|本区	500000|500000
benxi	本息|本溪	500000|500000
benxian	本县	500000
benxiao	本校	500000
benxiang	奔向|本想	500000|500000
benxing	本性	500000
benzhan	本站	500000
benzhang	本章	500000
benzhe	本着	500000
benzhi	本职|本质	500000|500000
benzhou	本周	500000
benzhong	笨重	500000
benzhu	笨猪	500000
benzhuo	笨拙	500000
benchang	本厂|本场	500000|500000
benchi	奔驰	500000
benshan	本山	500000
benshen	本身	500000
bensheng	本省	500000
benshi	本事|本市|本是	500000|500000|500000
benshu	本书	500000
benren	本人	500000
benzi	本子	500000
benzou	奔走	500000
benzu	本组	500000
benzuo	本作	500000
bencun	本村	500000
bencao	本草	500000
benci	本次	500000
bense	本色	500000
bensuo	本所	500000
benyuan	本源|本院	500000|500000
benyue	本月	500000
benye	本页	500000
benyi	本已|本意	500000|500000
benying	本应	500000
benwang	本网	500000
benwen	本文	500000
benwei	本位	500000
benwu	本无	500000
benan	本案	500000
bengbu	蚌埠	500000
bengpan	崩盘	500000
bengfa	迸发	500000
bengdai	绷带	500000
bengta	崩塌	500000
bengkui	崩溃	500000
bengjin	绷紧	500000
bengzhan	泵站	500000
bengchu	蹦出	500000
beiban	背板	500000
beibao	背包	500000
beibei	北北|背背|贝贝	500000|500000|500000
