# digits	pinyin	word	frequency
3364824	fenhuai	分获	34
3364824	fengtai	凤台	15
33648242426926	dengtaibiaoyan	登台表演	449
33648264	fenguang	分光	73
33648264	dengtang	登堂	3
3364826474744	dengtangrishi	登堂入室	25
3364826478744	dengtangrushi	登堂入室	25
336482744	dengtashi	灯塔市	3
33648426	fengtiao	风调	970
33648426	fengtian	奉天	438
33648426	fengtian	丰田	156
33648426	fengtiao	封条	62
33648426	dengtian	登天	3
33648664	dengtong	等同	197
33648664	fengtong	风洞	137
3364866498	dengtongxu	等同于	195
3364866498	dengtongyu	等同于	195
3364868	fengtou	风投	821
3364868	fengtou	风头	164
3364868	dengtou	灯头	16
3364868	fengtou	锋头	3
3364884	dengtui	蹬腿	16
3364886	dengtuo	等他	29261
3364886	dengtuo	邓拓	21
33648894	dengtuzi	登徒子	3
3364924	dengwai	等外	8651
3364924	fengzai	封在	7298
3364924	fengzai	缝在	3415
3364924	dengzai	登载	62
3364924	fengzai	风灾	11
3364924	dengzai	登在	3
3364934	fengwei	风味	3024
3364934	fengwei	泛微	244
3364934	dengwei	登机	93
3364934	fengwei	风机	40
3364934	dengwei	登位	3
3364934	fengwei	封为	3
3364934	fengwei	奉为	3
336493454946	dengweijiyin	等位基因	3
3364934568	dengweikou	登机口	15
3364934724	dengweipai	登机牌	17
3364934746898	dengweishouxu	登机手续	419
3364936	fengwen	风闻	145
3364936	dengwen	等温	51
336496	dengwo	等我	26486
336496	fengwo	蜂窝	129
3364942	dengxia	灯下	2010
3364942	fengxia	风邪	3
33649426	dengzhao	等着	20058
33649426	fengxian	风险	4042
33649426	dengzhao	等著	3628
33649426	dengzhao	瞪着	1894
33649426	fengzhao	泛着	1523
33649426	fengxian	奉献	735
33649426	fengzhao	奉诏	443
33649426	dengxian	登仙	377
33649426	dengzhao	瞪著	342
33649426	fengxian	凤仙	206
33649426	dengxian	等闲	129
33649426	fengxian	锋线	103
33649426	dengzhan	灯盏	88
33649426	dengxiao	等效	74
33649426	fengxian	丰县	29
33649426	dengzhao	灯罩	27
33649426	fengxian	奉贤	25
33649426	fengxian	缝线	19
33649426	fengxian	凤县	14
33649426	fengxiao	蜂胶	10
33649426	fengzhao	凤爪	3
336494264	fengxiang	风向	288
336494264	fengxiang	凤翔	116
336494264	fengxiang	风箱	116
336494264	fengzhang	疯长	20
336494264	fengzhang	疯涨	16
336494264	dengxiang	灯箱	14
336494264	fengxiang	枫香	13
336494264	fengxiang	封箱	3
33649426744944	dengxianshizhi	等闲视之	26
33649426944234	dengxianzhibei	等闲之辈	52
33649426342658	dengxiaodianlu	等效电路	3
336494267464	dengxiaoping	邓小平	4055
336494278	dengxiaqu	等下去	12722
3364946	fengxin	封信	151
3364946	dengxin	灯芯	35
3364946	fengyin	泛音	30
3364946	fengyin	封印	18
3364946	fengxin	奉新	15
3364946	fengxin	风信	3
33649467664	dengxinrong	灯芯绒	18
336498	dengxu	等于	3258
336498	dengyu	等于	3258
336498	fengyu	风雨	585
336498	fengwu	风物	66
336498	fengyu	丰腴	63
336498	fengyu	蜂王	43
336498	fengyu	讽喻	29
336498	fengzu	丰足	28
336498	fengyu	丰裕	22
336498	fengxu	风絮	3
336498	fengyu	疯语	3
3364985426	dengxulian	等于零	3
3364985426	dengyulian	等于零	3
3364985464	dengxuling	等于零	3
3364985464	dengyuling	等于零	3
336498744	dengxushi	等于是	23537
336498744	dengyushi	等于是	23537
336498968	dengxuyou	等于有	19068
336498968	dengyuyou	等于有	19068
336498924	dengxuzai	等于在	22837
336498924	dengyuzai	等于在	22837
3364926	fengyan	峰岩	242
3364926	dengyan	瞪眼	150
3364926	fengyan	烽烟	36
3364926	dengyao	等腰	13
3364926	fengyan	风烟	7
3364926	fengyan	凤眼	5
3364926426	dengyangao	登广告	4
336492648	dengyangu	登广告	4
3364926725426	dengyaosajiao	等腰三角	3
336492672583	dengyaosajue	等腰三角	3
3364926725839464	dengyaosajuexing	等腰三角形	1133
33649267265426	dengyaosanjiao	等腰三角	3
3364926726583	dengyaosanjue	等腰三角	3
3364927464	dengyaping	邓亚萍	46
3364943364	dengyideng	等一等	3
336494484	dengyigui	等一会	14567
336494484	dengyihui	等一会	14567
33649448437	dengyiguier	等一会儿	7300
33649448437	dengyihuier	等一会儿	7300
336494484736	dengyiguiren	等一会儿	7300
336494484736	dengyihuiren	等一会儿	7300
33649454543	dengyijilie	等一系列	3295
33649464	fengying	风景	2981
33649464	fengxing	奉行	583
33649464	fengxing	泛型	411
33649464	fengxing	风行	131
33649464	dengying	灯影	89
33649464	fengying	逢迎	59
33649464	fengying	丰盈	30
33649464	fengying	奉迎	14
336494642426	dengyingchao	邓颖超	65
336494942	dengyixia	等一下	15376
33649494543	dengyixilie	等一系列	3295
3364968	dengyou	灯油	54
3364983	fengxue	风雪	329
3364983	dengyue	登月	169
3364983	fengyue	风月	122
3364983	fengyue	丰乐	36
3364986	dengyun	等均	6657
3364986	fengyun	风云	349
3364986	fengyun	风韵	213
3364986	fengyun	丰韵	8
3364986	dengzuo	灯座	3
3364942664	dengzhaoni	等着你	18961
336494267426	dengzhaoqiao	等着瞧	3
3364943	dengzhe	等着	20058
3364943	dengzhe	等著	3628
3364943	dengzhe	瞪着	1894
3364943	fengzhe	泛着	1523
3364943	dengzhe	瞪著	342
3364943	fengxie	枫叶	46
3364943	fengxie	风邪	3
336494364	dengzheni	等着你	18961
336494364	fengzheng	风筝	375
33649437426	dengzheqiao	等着瞧	3
3364944	fengzhi	风之	4145
3364944	fengzhi	奉旨	252
3364944	fengzhi	泛指	179
3364944	fengzhi	缝制	110
3364944	fengzhi	风致	102
3364944	fengzhi	峰值	75
3364944	fengzhi	风物	66
3364944	dengzhi	等值	60
336494664	dengzhong	等重	5790
336494664	fengzhong	风中	5444
336494664	fengxiong	丰胸	3
33649468	dengzhou	邓州	116
33649468	fengzhou	泛舟	56
33649468	dengzhou	登州	3
33649468744	dengzhoushi	邓州市	3
3364948	fengzhu	泛珠	181
3364948	dengzhu	灯柱	34
3364948	fengzhu	丰宁	15
3364948	fengzhu	封住	3
3364948	dengzhu	灯烛	3
336494	dengzi	等次	6187
336494	fengyi	泛听	750
336494	fengxi	缝隙	445
336494	fengzi	疯子	437
336494	dengzi	凳子	352
336494	fengyi	凤仪	130
336494	fengzi	风姿	88
336494	fengyi	封一	36
336494	fengyi	风衣	33
336494	fengzi	丰姿	30
336494	dengzi	等子	3
336826	denuan	地暖	3164
336826	fentan	分摊	104
3368	deou	地区	39590
3368	efou	我不	35919
3368	edou	我都	26945
3368	edou	恶斗	254
3368	edou	阿斗	61
3368546454	deoujingji	地区经济	1685
33689464	deouxing	地区性	221
33724	depai	底牌	28
33726	depan	地板	681
33726	depan	地盘	353
33726	depan	底盘	241
33726	depan	底板	67
3372643	depange	地板革	3
3372654	depanji	地板革	3
3372694826	depanzhuan	地板砖	2
33734	depei	地陪	42
3374	deqi	得起	9269
3374	depi	得比	7189
3374	depi	地被	449
3374	desi	地台	146
3374	depi	地皮	123
3374	deqi	底气	96
3374	depi	德比	73
3374	depi	地痞	66
3374	deqi	地契	32
3374	desi	德斯	19
3374	deqi	底漆	3
3374	deqi	得气	3
337426	depian	得便	9001
337426	deqian	的钱	7876
337426	deqiao	地壳	744
337426	depian	底片	59
337426	depiao	得票	30
337426	deqian	地钱	3
33742658	depiaolv	得票率	8
33742674824	depiaoshuai	得票率	8
33745486264	depiliumang	地痞流氓	3
33745486364	depiliumeng	地痞流氓	3
337464	deqing	德胜	805
337464	deqing	得胜	371
337464	deqing	德清	28
337464	deqing	德庆	4
337464	deping	地平	3
3374646426	depingmian	地平面	2798
3374649426	depingxian	地平线	158
3374649426	deqingxian	德清县	9
3374649426	deqingxian	德庆县	3
337474	depisi	底比斯	51
3378	dequ	得去	13442
3378	depu	地铺	169
3378	depu	地堡	78
3378	dequ	底漆	3
3374269863664	deqiaoyundong	地壳运动	3
33743	deqie	地契	32
33746	deqin	德勤	265
33746	deqin	地勤	34
33746	deqin	德钦	28
337464636	deqingmen	德胜门	203
337469426	deqinxian	德钦县	5
33748	deshu	的书	8120
33748	deqiu	地球	4590
33748	deshu	得数	85
33748	deshu	底数	73
33748	deshu	地权	30
33748	deshu	地鼠	13
33748	deqiu	德业	3
337482424264	deqiucichang	地球磁场	3
33748286	deqiucun	地球村	30
3374832474	deqiudaiqi	地球大气	3233
337483274	deqiudaqi	地球大气	3233
33748484326	deqiuguidao	地球轨道	1324
337484829426	deqiuhuaxiao	地球化学	276
33748482983	deqiuhuaxue	地球化学	276
33748539426	deqiukexiao	地球科学	3
3374853983	deqiukexue	地球科学	3
3374864	deqiumi	地球日	40
33748736	deqiuren	地球人	6068
3374874	deqiuri	地球日	40
337489854	deqiuwuli	地球物理	3
3374898549426	deqiuwulixiao	地球物理学	1174
337489854983	deqiuwulixue	地球物理学	1174
3374894	deqiuyi	地球仪	19
3374894454	deqiuzhili	地球物理	3
33748944549426	deqiuzhilixiao	地球物理学	1174
3374894454983	deqiuzhilixue	地球物理学	1174
337826	dequan	地权	30
33783	deque	的确	2135
33783484	dequegui	的确会	4373
33783484	dequehui	的确会	4373
3378354264	dequeliang	的确良	12
337837824	dequeruci	的确如此	31
33783744	dequeshi	的确是	8979
3373	dere	地热	184
3373	dese	底色	55
3373	dese	得色	3
33736	deren	的人	32974
33736	deren	得人	21415
33736	deren	德仁	349
33736	deren	地儿	50
33736364	dereneng	地热能	31
33736946	derenxin	得人心	50
3373949826	dereziyuan	地热资源	3
337664	derong	得荣	2
3378453	deruike	德瑞克	330
33724647664	desaimisong	地塞米松	18
337269426	desanxian	地三鲜	2396
33729426	desaxian	地三鲜	2396
3373647664	desemisong	地塞米松	18
33742	desha	地煞	3
337424	deshai	底色	55
337424	deshai	得色	3
3374264	deshang	得上	19440
3374264	deshang	地上	4925
3374264	deshang	底墒	116
337426478	deshangqu	得上去	14990
337436	deshen	的信	6232
3374364	desheng	德胜	805
3374364	desheng	得胜	371
3374364636	deshengmen	德胜门	203
33744	deshi	的是	52600
33744	deshi	的事	12466
33744	deshi	得时	12324
33744	deshi	地势	3045
33744	deshi	得失	363
33744	deshi	得势	76
33744	deshi	地市	32
33744	deshi	的士	20
33744426	deshigao	的士高	3
33744468	deshihou	的时候	3260
337468	deshou	的手	9940
337468	deshou	得手	339
337484	deshui	的说	27624
337484	deshui	地说	19602
337484	deshui	地税	57
33748458	deshuiju	地税局	32
337486	deshuo	的说	27624
337486	deshuo	地说	19602
33824	detai	地台	146
33826	detan	地毯	747
33826	detan	地坛	293
33826	detan	地摊	59
338358	detelv	底特律	113
3384	edui	我对	25714
3384	deti	得体	277
33842638468	detianduhou	得天独厚	377
33843	detie	地铁	1127
338439426	detiezhan	地铁站	56
338464	eduini	我对你	22377
338464	deting	地听	8945
338664	detong	地洞	114
33868	detou	地头	107
33868743	detoushe	地头蛇	36
3386894	detouyi	地头蛇	36
3388	detu	地图	3085
338823	detuce	地图册	1249
33882424	detuchai	地图册	1249
338854	detuji	地图集	26
339264	dezang	地藏	3926
339264	dewang	德望	29
339264	deyang	德阳	28
33934	dewei	地位	11660
33934	dewei	地委	387
33934	dewei	德威	12
339342364968	deweicengyou	得未曾有	2
33934426	deweigao	地位高	4903
33936	dewen	德文	132
33936	dewen	地温	33
339654253	dewojiake	德沃夏克	10
339694253	dewoxiake	德沃夏克	10
3398	deyu	得与	15353
3398	deyu	地域	1470
3398	dezu	地租	1251
3398	deyu	地狱	616
3398	deyu	德语	274
3398	deyu	德裕	272
3398	deyu	德育	215
3398	dewu	地物	40
3398	dexu	得于	3
3398	deyu	得于	3
339854253	dewujiake	德沃夏克	10
339894253	dewuxiake	德沃夏克	10
3394	deyi	地听	8945
3394	deyi	得以	2227
3394	deyi	得意	1454
3394	dezi	底子	175
3394	deyi	得益	162
3394	dexi	得悉	135
3394	dexi	底细	116
3394	deyi	地衣	98
3394	deyi	得宜	16
33942	dexia	地下	4708
33942	dexia	底下	1138
33942	dexia	得下	3
3394224364	dexiacheng	地下城	3
339423264	dexiadang	地下党	121
33942326	dexiadao	地下道	12
339424664986	dexiagongzuo	地下工作	3046
3394243744926	dexiaheshiyan	地下核试验	778
3394248744926	dexiahushiyan	地下核试验	778
33942524	dexialai	得下来	12275
339426	dezhao	得着	16617
339426	dexian	得见	9291
339426	dexian	得先	6117
339426	dezhao	得著	3005
339426	dexian	底线	205
339426	dexiao	地学	54
339426	dexian	得闲	21
339426	dexian	地线	19
339426	dexian	底限	8
339426	dezibo	底子薄	3
339426	dezhan	底站	3
33942654	dexianji	地县级	3158
3394274267364	dexiaqianpeng	地下钱庄	2195
339427426948264	dexiaqianzhuang	地下钱庄	2195
3394278	dexiaqu	得下去	11222
33942744	dexiashi	地下室	213
339427484	dexiashui	地下水	1244
339427484934	dexiashuiwei	地下水位	3
33942843	dexiatie	地下铁	3
33942843326	dexiatiedao	地下铁道	73
339428664326	dexiatongdao	地下通道	3
3394298944	dexiazuzhi	地下组织	3
33946	dexin	的新	14744
33946	dexin	的心	9359
33946	dexin	的信	6232
33946	dexin	底薪	73
33946	dexin	地心	65
339464	dexing	地形	1801
339464	dexing	德行	291
339464	dexing	德性	127
339464	dexing	德兴	23
339464744	dexingshi	德兴市	3
33946488	dexingtu	地形图	98
3394694647468	dexinyingshou	得心应手	143
3394694654	dexinyinli	地心引力	11
339826	deyuan	地院	3487
339826	dexuan	地暖	3164
339826	deyuan	地缘	138
33983	dexue	地穴	81
33983	dexue	地学	54
3392	deya	地压	16
33926	deyan	地广	3
339264744	deyangshi	德阳市	13
3392673694	deyanrenxi	地广人稀	49
3393	deze	德泽	258
3393	deye	德业	3
339424664	deyichong	的一种	10390
339463674364	deyimensheng	得意门生	17
339492649464	deyiwangxing	得意忘形	52
339498	deyixu	得益于	118
339498	deyiyu	得益于	118
339492649264	deyiyangyang	得意洋洋	158
33949826	deyiyuan	的一员	6883
3394944	deyizhi	德意志	577
33949449464264	deyizhiyinhang	德意志银行	146
33949449469464	deyizhiyinxing	德意志银行	146
339494664	deyizhong	的一种	10390
339664	dezong	德宗	55
339664	deyong	得用	3
33966432	deyongfa	的用法	7655
33968	dezou	地走	9389
33968	deyou	得有	3
33982694364244	deyuanzhengchi	地缘政治	803
33982694364944	deyuanzhengzhi	地缘政治	803
3398486	deyuhuo	地狱火	3
33986	dezuo	地做	9379
33986	dezuo	底座	246
33986	deyun	底蕴	131
33989464	deyuxing	地域性	51
3392647872	dezangpusa	地藏菩萨	255
3392649264	dezangwang	地藏王	14
33926492647872	dezangwangpusa	地藏王菩萨	335
33926498	dezangyu	地藏王	14
339264987872	dezangyupusa	地藏王菩萨	335
33943	dezhe	得着	16617
33943	dezhe	得著	3005
339436	dezhen	地震	2663
33943626	dezhenbo	地震波	70
339436324	dezhendai	地震带	82
3394364	dezheng	的证	3548
3394364	dezheng	德政	58
3394364	dezheng	地政	2
33943658	dezhenju	地震局	17
33943654338	dezhenliedu	地震烈度	16
339436543386	dezhenlieduo	地震烈度	16
33943676	dezhenpo	地震波	70
33943698226	dezhenyubao	地震预报	3
33943694664	dezhenzhong	地震中	4467
33944	dezhi	地址	3386
33944	dezhi	地质	3014
33944	dezhi	得知	2137
33944	dezhi	地支	71
33944	dezhi	底质	54
33944	dezhi	地物	40
33944	dezhi	得志	38
33944	dezhi	德治	26
33944	dezhi	地志	24
33944236	dezhiben	德智体	46
33944236634	dezhibenmei	德智体美	28
33944526	dezhilan	地址栏	8
3394484	dezhiti	德智体	46
3394484634	dezhitimei	德智体美	28
339449426	dezhixiao	地质学	375
33944942648	dezhixiaogu	地质学家	178
339449426542	dezhixiaojia	地质学家	178
33944983	dezhixue	地质学	375
3394498348	dezhixuegu	地质学家	178
33944983542	dezhixuejia	地质学家	178
33944924424	dezhizaihai	地质灾害	3
3394492443	dezhizaihe	地质灾害	3
3394664	dezhong	得中	18870
3394664	dezhong	的钟	3520
3394664	dezhong	地中	3
3394664424	dezhonghai	地中海	1289
3394664424746943	dezhonghaipinxie	地中海贫血	1396
3394664424746983	dezhonghaipinxue	地中海贫血	1396
339468	dezhou	德州	146
339468	dezhou	地轴	32
339468744	dezhoushi	德州市	13
3394689474	dezhouyiqi	德州仪器	3
33948	dezhu	地主	1742
33948	dezhu	得主	133
33948	dezhu	得住	3
3394826	dezhuan	地砖	18
3394854354	dezhujieji	地主阶级	249
3394894494	dezhuzhiyi	地主之谊	3
3394226	dezibao	底子薄	3
33984	dezui	得罪	1504
33984736	dezuiren	得罪人	75
34	di	的	318825
34	di	地	160541
34	di	得	134479
34	di	第	23112
34	di	低	15504
34	di	条	12583
34	di	提	10223
34	di	底	7005
34	di	滴	1475
34	ei	诶	39
34	di	睇	12
34	ei	欸	3
34	eh	ㄝ	1
34	eh	誒	1
34	ei	ㄟ	1
34	ei	誒	1
34	ei	𡅅	1
342	dia	嗲	68
3424	ehai	我还	23714
3424	egai	我该	10008
3424	diai	的爱	7186
3424	diai	低矮	179
3424	dibi	提笔	139
3424	dici	地磁	124
3424	dici	提词	2
3426	ehan	我和	44610
3426	dian	点	24685
3426	ehao	我好	18203
3426	dian	电	12701
3426	diao	掉	8344
3426	diao	调	7728
3426	dian	殿	6506
3426	egan	我敢	5340
3426	dian	店	3417
3426	diao	雕	2981
3426	dian	典	1614
3426	diao	吊	1450
3426	dian	垫	1008
3426	ehan	阿含	722
3426	dian	颠	655
3426	dian	提案	523
3426	diao	钓	417
3426	dian	臀	401
3426	diao	貂	389
3426	egan	阿甘	248
3426	diao	叼	216
3426	diao	迪奥	122
3426	egan	鹅肝	114
3426	diao	悼	111
3426	ehao	噩耗	110
3426	diao	刁	108
3426	dian	丶	40
3426	egan	恶感	18
3426	ehan	恶感	18
3426	egao	恶搞	3
3426	ehan	恶寒	3
3426	ehan	恶汉	3
3426	fiao	覅	1
342626	dianbo	颠簸	242
342626	dianan	电厂	213
342626	dianbo	电波	184
342626	diaobo	调拨	131
342626	dianbo	点拨	114
342626	dianbo	点播	61
342626	dianbo	电白	3
342622	dianba	点吧	2619
3426224	diancai	点菜	40
3426224	dianbai	电白	3
34262249426	dianbaixian	电白县	2
3426226	dianban	点半	1484
3426226	dianbao	电报	764
3426226	diancan	点餐	410
3426226	diaobao	碉堡	158
3426226	diaoban	雕版	99
3426226	diaobao	掉包	11
3426226	dianban	电板	7
3426226	diaobao	调包	5
3426226	dianban	垫板	4
34262264	diancang	滇藏	270
34262264	dianbang	电棒	32
34262264	diancang	典藏	10
342622694664	dianbanzhong	点半钟	828
3426234	dianbei	垫背	28
3426234	diaobei	吊臂	23
342624	dianci	点此	3359
342624	dianci	电磁	640
342624	diaobi	凋敝	64
342624	diaoci	悼词	43
342624	diaobi	吊臂	23
342624	dianci	电瓷	10
342624	dianbi	电笔	3
34262426	diancibo	电磁波	400
34262426	dianbiao	电表	49
34262426	diaochan	貂蝉	8
34262426	dianchao	点钞	3
34262464	dianbing	点兵	2110
34262464	diaobing	调兵	3
3426246494264	dianbingxiang	电冰箱	59
3426269426	dianboxian	电白县	2
342628	dianbu	臀部	223
342628	diancu	点数	52
34262426243	dianchanche	电单车	3
342624264	dianchang	电场	424
342624264	dianchang	电厂	213
342624264	dianchang	店长	19
342624264	diaochang	钓场	3
3426242658	dianchanju	电单车	3
3426242654	dianchaoji	点钞机	3
34262426934	dianchaowei	点钞机	3
3426243	dianche	电车	134
3426243	diaoche	吊车	92
3426243	diaoche	调车	5
3426244	dianchi	电池	693
3426244	dianchi	电离	256
3426244	dianchi	滇池	117
3426244	diaochi	调离	104
3426244	diaochi	调治	62
342624426	dianchian	电池厂	2
3426244226	dianchiban	电池板	12
34262442364	dianchiceng	电离层	214
342624424264	dianchichang	电池厂	2
342624438743	dianchifushe	电离辐射	3
342624438744	dianchifushi	电离辐射	3
3426244726	dianchipan	电池板	12
342624494	dianchizi	电离子	3
342624498	dianchizu	电池组	30
342624664	diaochong	雕虫	315
342624664	dibochong	敌百虫	18
342624664	dianchong	点种	10
3426248	diaochu	掉出	2792
3426248	diaochu	调出	67
3426248	diaochu	调处	64
3426248	dianchu	点出	3
342624826	dianchuan	电传	70
3426248243674	dianchuchenqi	电除尘器	3
342624843364	dianchuifeng	电吹风	19
3426248524	dianchulai	点出来	6456
3426248524	diaochulai	掉出来	4497
3426248524	diaochulai	调出来	4384
34262486	dianchuo	点缀	517
342624226	diancibao	电磁炮	12
34262424264	diancichang	电磁场	242
34262432	diancifa	电磁阀	2
34262438743	diancifushe	电磁辐射	102
34262438744	diancifushi	电磁辐射	102
342624426726	dianciganrao	电磁干扰	2
3426244269464	dianciganying	电磁感应	94
3426244269464	diancihanying	电磁感应	94
342624426968	dianciganyou	电磁干扰	2
34262454	diancili	电磁力	37
34262458	diancilu	电磁炉	7
34262462424664	diancimaichong	电磁脉冲	4
3426246624664	diancimochong	电磁脉冲	4
342624726	diancipao	电磁炮	12
34262476	diancipo	电磁波	400
342624843	diancitie	电磁铁	58
3426249426	diancixiao	电磁学	110
3426249426	diancixian	电磁线	3
342624983	diancixue	电磁学	110
342632	dianfa	点法	2505
342632	dianfa	点发	2127
342632	diaofa	掉发	1236
342632	dianda	电大	30
3426324	diaodai	掉得	3495
3426324	diaodai	吊带	34
3426324	diandai	电大	30
3426324	diandai	点得	3
3426324	diaodai	调得	3
3426326	diandao	点到	7429
3426326	diaodao	掉到	4319
3426326	diandao	颠倒	438
3426326	dianfan	典范	316
3426326	diandao	电导	52
3426326	diandan	电石	38
3426326	diaodao	调到	3
3426326	diaodao	钓到	3
3426326	diaodao	吊到	3
3426326243	diandanche	电单车	3
342632624364546	diandanchengjin	点石成金	21
34263264	diaodang	调档	127
34263264	diandang	典当	94
342632658	diandaolv	电导率	42
342632658	diandanju	电单车	3
3426326486524	diandaoguolai	颠倒过来	1807
342632643224	diandaohebai	颠倒黑白	21
34263264326	diandaohebo	颠倒黑白	21
3426326434224	diandaoheibai	颠倒黑白	21
342632643426	diandaoheibo	颠倒黑白	21
342632654944	diandaojizhi	点到即止	2265
3426326744334	diandaoshifei	颠倒是非	14
342632674824	diandaoshuai	电导率	42
3426326934944	diandaoweizhi	点到为止	17
342633	diande	点的	9257
342633	diaode	调的	5179
342633	diaode	掉得	3495
342633	diande	垫底	3
342633	diaode	调得	3
342633	diande	点得	3
34263364	diandeng	电灯	236
34263364	dianfeng	巅峰	156
34263364	diandeng	点灯	92
34263364	diaodeng	吊灯	31
34263364	dianfeng	颠峰	3
34263364726	diandengpao	电灯泡	156
342634	diandi	点的	9257
342634	diaodi	调的	5179
342634	diandi	点滴	1171
342634	diaodi	调低	96
342634	diandi	电邮	3
342634	diandi	垫底	3
34263426	diandian	点点	316
34263426	diaodiao	调调	35
34263426	diandian	颠颠	3
342634263434	diandiandidi	点点滴滴	52
34263426868	diandiantou	点点头	1807
34263433944	diandidezhi	电邮地址	380
34263434944	diandidizhi	电邮地址	380
34263464	dianding	奠定	1804
34263464	dianding	电灯	236
34263464	dianding	点灯	92
34263464	diaoding	吊灯	31
34263464	diaoding	吊顶	11
34263464726	diandingpao	电灯泡	156
34263664	diaodong	调动	1403
34263664	diandong	电动	234
34263664	diandong	滇东	37
34263664	diandong	店东	3
34263664243	diandongche	电动车	24
34263664248264	diandongchuang	电动窗	3
342636644848	diandonghuhu	电动葫芦	3
342636644858	diandonghulu	电动葫芦	3
3426366454	diandongji	电动机	301
3426366458	diandongju	电动车	24
34263664636	diandongmen	电动门	3
3426366474243	diandongqiche	电动汽车	10
342636647458	diandongqiju	电动汽车	10
34263664744	diandongshi	电动势	141
342636648498326	diandongtixudao	电动剃须刀	442
34263664934	diandongwei	电动机	301
342638	diaodu	调度	359
342638	dianfu	颠覆	301
342638	dianfu	垫付	60
342638	diandu	电镀	54
342638	diaofu	调幅	35
3426382426	diandubiao	电度表	17
34263843426	dianduidian	点对点	3
34263862426	dianduobiao	电度表	17
342638694664	dianduozhong	点多钟	1899
342637	dianer	点儿	745
342637	dianer	颠儿	24
342637	diaoer	钓饵	14
3426326226	dianfanbao	电饭煲	274
3426326486	dianfanguo	电饭锅	14
3426334	dianfei	电费	111
3426336	dianfen	淀粉	431
342633647426	dianfengshan	电风扇	39
3426336534	dianfenlei	淀粉类	3
3426336634	dianfenmei	淀粉酶	25
34263369264	dianfenyang	淀粉样	79
3426426	dianhao	点好	4987
3426426	diaohan	调和	644
3426426	diangan	电感	39
3426426	dianhan	电感	39
3426426	diangao	电告	28
3426426	diangan	电杆	26
3426426	diaogan	钓竿	25
3426426	dianhan	电焊	19
3426426	diaogan	吊杆	16
3426426	diaogao	调高	3
3426426	diaohao	调好	3
3426426	diangao	垫高	2
342642944	diangazhi	电介质	139
342643	diange	点个	5808
342643	diaoge	掉个	3377
342643	diaohe	调和	644
342643	dianhe	电荷	468
342643	diaoge	调合	21
342643	diaohe	调合	21
342643	diange	点歌	5
342643	dianhe	电贺	4
34264664	diangong	电工	296
34264664	diaogong	雕工	15
3426466458	diangonglv	电功率	22
3426466474824	diangongshuai	电功率	22
342646649426	diangongxiao	电工学	6
34264664983	diangongxue	电工学	6
342648	dianhu	佃户	189
342648	diangu	典故	186
342648	diangu	店家	148
342648	dianhu	电弧	119
342648	diaohu	调戏	108
342648	diangu	电告	28
342648	diaohu	调护	3
342648264	dianguang	电光	147
342648264	diaoguang	调光	3
342648264326486	dianguangdanhuo	电光石火	45
342648264744486	dianguangshihuo	电光石火	45
3426486	diaoguo	掉过	2981
3426486	dianhuo	点火	285
3426486	diangun	电棍	3
3426486	dianguo	点过	3
3426486	diaohuo	调货	3
3426486	dianhuo	点货	3
3426486	diaoguo	调过	3
342648658	dianguolu	电锅炉	3
342648678	dianguoqu	点过去	6165
34264264664	dianhangong	电焊工	6
342642654	dianhanji	电焊机	3
3426426934	dianhanwei	电焊机	3
3426468	dianhou	殿后	136
3426468	diaogou	钓钩	15
3426468	diaogou	吊钩	8
3426482	dianhua	电话	8354
3426482	diaohua	雕花	149
3426482	diaogua	调适	50
3426482	dianhua	点化	45
3426482	dianhua	电化	25
3426482	dianhua	点画	11
3426482	diaogua	吊挂	3
3426482236	dianhuaben	电话本	10
342648226	dianhuabo	电话簿	8
342648228	dianhuabu	电话簿	8
3426482334	dianhuafei	电话费	41
34264823898	dianhuafuwu	电话服务	416
3426482466474	dianhuagongsi	电话公司	9
3426482468426	dianhuagouhao	电话区号	2183
342648248494	dianhuaguiyi	电话会议	73
342648248494	dianhuahuiyi	电话会议	73
342648242662	dianhuahaoma	电话号码	17
342648254	dianhuali	电话里	2975
342648254	dianhuaji	电话机	166
3426482542	dianhuajia	碘化钾	20
342648254269426	dianhuajiaoxiao	电化教学	6
34264825426983	dianhuajiaoxue	电化教学	6
3426482542698	dianhuajiaoyu	电化教育	24
342648258	dianhuaju	电话局	23
342648252	dianhuaka	电话卡	29
3426482542654	dianhualianji	电话联系	894
3426482542694	dianhualianxi	电话联系	894
34264825464	dianhualing	电话铃	91
3426482546474364	dianhualingsheng	电话铃声	660
342648258946	dianhualuyin	电话录音	3
3426482636	dianhuamen	电话门	2388
342648268426	dianhuaouhao	电话区号	2183
3426482742	dianhuaqia	电话卡	29
34264828464	dianhuating	电话亭	27
34264829264	dianhuawang	电话网	36
3426482934	dianhuawei	电话机	166
34264829426	dianhuaxiao	电化学	102
34264829426	dianhuaxian	电话线	50
3426482942658	dianhuaxianlu	电话线路	1442
3426482983	dianhuaxue	电化学	102
342648426	dianhuhan	电弧焊	3
3426484	dianhui	点回	2517
3426484	diaohui	雕虫	315
3426484	diaohui	调戏	108
3426484	diaohui	调回	86
3426484	diaogui	吊诡	53
3426484	dibohui	敌百虫	18
3426484	dianhui	电汇	9
3426484524	dianhuilai	点回来	4196
3426484524	diaohuilai	调回来	3
3426486482	dianhuohua	电火花	50
